https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LPT,Volume USD
1764568800000,2025-12-01 06:00:00,LPT/USD,3.7771,3.7771,3.685,3.685,1.291625,4.759638125
1764565200000,2025-12-01 05:00:00,LPT/USD,3.7771,3.7771,3.7771,3.7771,0.0,0.0
1764561600000,2025-12-01 04:00:00,LPT/USD,3.7771,3.7771,3.7771,3.7771,0.0,0.0
1764558000000,2025-12-01 03:00:00,LPT/USD,3.7771,3.7771,3.7771,3.7771,0.0,0.0
1764554400000,2025-12-01 02:00:00,LPT/USD,3.7771,3.7771,3.7771,3.7771,0.0,0.0
1764550800000,2025-12-01 01:00:00,LPT/USD,3.7771,3.7771,3.7771,3.7771,0.0,0.0
1764547200000,2025-12-01 00:00:00,LPT/USD,4.0236,4.0236,3.7771,3.7771,4.291466,16.2092962286
1764543600000,2025-11-30 23:00:00,LPT/USD,4.0394,4.0394,4.0236,4.0236,0.495602,1.9941042072
1764540000000,2025-11-30 22:00:00,LPT/USD,4.0394,4.0394,4.0394,4.0394,0.0,0.0
1764536400000,2025-11-30 21:00:00,LPT/USD,4.0035,4.054,4.0035,4.0394,16.95379,68.483139326
1764532800000,2025-11-30 20:00:00,LPT/USD,4.0035,4.0035,4.0035,4.0035,0.0,0.0
1764529200000,2025-11-30 19:00:00,LPT/USD,4.0035,4.0035,4.0035,4.0035,0.0,0.0
1764525600000,2025-11-30 18:00:00,LPT/USD,4.0035,4.0035,4.0035,4.0035,0.0,0.0
1764522000000,2025-11-30 17:00:00,LPT/USD,4.0035,4.0035,4.0035,4.0035,0.0,0.0
1764518400000,2025-11-30 16:00:00,LPT/USD,4.0035,4.0035,4.0035,4.0035,0.0,0.0
1764514800000,2025-11-30 15:00:00,LPT/USD,4.0035,4.0035,4.0035,4.0035,0.0,0.0
1764511200000,2025-11-30 14:00:00,LPT/USD,4.0035,4.0035,4.0035,4.0035,0.0,0.0
1764507600000,2025-11-30 13:00:00,LPT/USD,4.0035,4.0035,4.0035,4.0035,0.0,0.0
1764504000000,2025-11-30 12:00:00,LPT/USD,4.0035,4.0035,4.0035,4.0035,0.0,0.0
1764500400000,2025-11-30 11:00:00,LPT/USD,4.0035,4.0035,4.0035,4.0035,0.0,0.0
1764496800000,2025-11-30 10:00:00,LPT/USD,3.9982,4.0035,3.9982,4.0035,1.666488,6.671784708
1764493200000,2025-11-30 09:00:00,LPT/USD,3.9982,3.9982,3.9982,3.9982,0.0,0.0
1764489600000,2025-11-30 08:00:00,LPT/USD,3.9982,3.9982,3.9982,3.9982,0.0,0.0
1764486000000,2025-11-30 07:00:00,LPT/USD,3.9982,3.9982,3.9982,3.9982,0.0,0.0
1764482400000,2025-11-30 06:00:00,LPT/USD,4.0075,4.0075,3.9982,3.9982,18.809669,75.2048185958
1764478800000,2025-11-30 05:00:00,LPT/USD,4.0075,4.0075,4.0075,4.0075,0.0,0.0
1764475200000,2025-11-30 04:00:00,LPT/USD,4.0075,4.0075,4.0075,4.0075,0.0,0.0
1764471600000,2025-11-30 03:00:00,LPT/USD,4.0075,4.0075,4.0075,4.0075,0.0,0.0
1764468000000,2025-11-30 02:00:00,LPT/USD,4.0075,4.0075,4.0075,4.0075,0.0,0.0
1764464400000,2025-11-30 01:00:00,LPT/USD,4.0075,4.0075,4.0075,4.0075,0.0,0.0
1764460800000,2025-11-30 00:00:00,LPT/USD,4.0075,4.0075,4.0075,4.0075,0.0,0.0
1764457200000,2025-11-29 23:00:00,LPT/USD,4.0075,4.0075,4.0075,4.0075,0.0,0.0
1764453600000,2025-11-29 22:00:00,LPT/USD,4.0075,4.0075,4.0075,4.0075,0.0,0.0
1764450000000,2025-11-29 21:00:00,LPT/USD,4.0303,4.0303,4.0075,4.0075,0.948075,3.7994105625000003
1764446400000,2025-11-29 20:00:00,LPT/USD,4.0303,4.0303,4.0303,4.0303,0.0,0.0
1764442800000,2025-11-29 19:00:00,LPT/USD,4.0303,4.0303,4.0303,4.0303,0.0,0.0
1764439200000,2025-11-29 18:00:00,LPT/USD,4.0303,4.0303,4.0303,4.0303,0.0,0.0
1764435600000,2025-11-29 17:00:00,LPT/USD,4.0517,4.0517,4.0303,4.0303,0.49961,2.0135781830000004
1764432000000,2025-11-29 16:00:00,LPT/USD,4.0517,4.0517,4.0517,4.0517,0.0,0.0
1764428400000,2025-11-29 15:00:00,LPT/USD,4.0517,4.0517,4.0517,4.0517,0.0,0.0
1764424800000,2025-11-29 14:00:00,LPT/USD,4.0517,4.0517,4.0517,4.0517,0.0,0.0
1764421200000,2025-11-29 13:00:00,LPT/USD,4.0517,4.0517,4.0517,4.0517,0.0,0.0
1764417600000,2025-11-29 12:00:00,LPT/USD,4.0517,4.0517,4.0517,4.0517,0.0,0.0
1764414000000,2025-11-29 11:00:00,LPT/USD,4.0517,4.0517,4.0517,4.0517,0.0,0.0
1764410400000,2025-11-29 10:00:00,LPT/USD,4.0517,4.0517,4.0517,4.0517,0.0,0.0
1764406800000,2025-11-29 09:00:00,LPT/USD,4.0674,4.0674,4.0517,4.0517,0.565381,2.2907541977
1764403200000,2025-11-29 08:00:00,LPT/USD,4.0674,4.0674,4.0674,4.0674,0.0,0.0
1764399600000,2025-11-29 07:00:00,LPT/USD,4.0674,4.0674,4.0674,4.0674,0.0,0.0
1764396000000,2025-11-29 06:00:00,LPT/USD,4.0674,4.0674,4.0674,4.0674,0.0,0.0
1764392400000,2025-11-29 05:00:00,LPT/USD,4.0674,4.0674,4.0674,4.0674,0.0,0.0
1764388800000,2025-11-29 04:00:00,LPT/USD,4.0674,4.0674,4.0674,4.0674,0.0,0.0
1764385200000,2025-11-29 03:00:00,LPT/USD,4.0674,4.0674,4.0674,4.0674,0.0,0.0
1764381600000,2025-11-29 02:00:00,LPT/USD,4.0674,4.0674,4.0674,4.0674,0.0,0.0
1764378000000,2025-11-29 01:00:00,LPT/USD,4.0674,4.0674,4.0674,4.0674,0.0,0.0
1764374400000,2025-11-29 00:00:00,LPT/USD,4.1369,4.1369,4.0674,4.0674,14.579728,59.3015856672
1764370800000,2025-11-28 23:00:00,LPT/USD,4.1369,4.1369,4.1369,4.1369,0.0,0.0
1764367200000,2025-11-28 22:00:00,LPT/USD,4.1369,4.1369,4.1369,4.1369,0.0,0.0
1764363600000,2025-11-28 21:00:00,LPT/USD,4.1369,4.1369,4.1369,4.1369,0.0,0.0
1764360000000,2025-11-28 20:00:00,LPT/USD,4.0897,4.1369,4.0871,4.1369,91.219454,377.36575925259996
1764356400000,2025-11-28 19:00:00,LPT/USD,4.0897,4.0897,4.0897,4.0897,0.0,0.0
1764352800000,2025-11-28 18:00:00,LPT/USD,4.1239,4.1239,4.0897,4.0897,0.491468,2.0099566795999997
1764349200000,2025-11-28 17:00:00,LPT/USD,4.1239,4.1239,4.1239,4.1239,0.0,0.0
1764345600000,2025-11-28 16:00:00,LPT/USD,4.172,4.172,4.1239,4.1239,0.487443,2.0101661877
1764342000000,2025-11-28 15:00:00,LPT/USD,4.172,4.172,4.172,4.172,0.0,0.0
1764338400000,2025-11-28 14:00:00,LPT/USD,4.172,4.172,4.172,4.172,0.0,0.0
1764334800000,2025-11-28 13:00:00,LPT/USD,4.1913,4.197,4.172,4.172,132.320239,552.0400371079999
1764331200000,2025-11-28 12:00:00,LPT/USD,4.1913,4.1913,4.1913,4.1913,0.0,0.0
1764327600000,2025-11-28 11:00:00,LPT/USD,4.1929,4.2231,4.1846,4.1913,3.360136,14.083338016799999
1764324000000,2025-11-28 10:00:00,LPT/USD,4.1929,4.1929,4.1929,4.1929,0.0,0.0
1764320400000,2025-11-28 09:00:00,LPT/USD,4.1929,4.1929,4.1929,4.1929,0.0,0.0
1764316800000,2025-11-28 08:00:00,LPT/USD,4.1596,4.1929,4.1596,4.1929,3.361016,14.092403986399999
1764313200000,2025-11-28 07:00:00,LPT/USD,4.172,4.172,4.1596,4.1596,16.413643,68.2741894228
1764309600000,2025-11-28 06:00:00,LPT/USD,4.172,4.172,4.172,4.172,0.0,0.0
1764306000000,2025-11-28 05:00:00,LPT/USD,4.172,4.172,4.172,4.172,0.0,0.0
1764302400000,2025-11-28 04:00:00,LPT/USD,4.172,4.172,4.172,4.172,0.0,0.0
1764298800000,2025-11-28 03:00:00,LPT/USD,4.172,4.172,4.172,4.172,0.0,0.0
1764295200000,2025-11-28 02:00:00,LPT/USD,4.1961,4.1961,4.172,4.172,23.377948,97.53279905599999
1764291600000,2025-11-28 01:00:00,LPT/USD,4.1961,4.1961,4.1961,4.1961,0.0,0.0
1764288000000,2025-11-28 00:00:00,LPT/USD,4.1961,4.1961,4.1961,4.1961,0.0,0.0
1764284400000,2025-11-27 23:00:00,LPT/USD,4.24,4.24,4.1961,4.1961,23.29,97.727169
1764280800000,2025-11-27 22:00:00,LPT/USD,4.2205,4.24,4.2205,4.24,91.821061,389.32129864
1764277200000,2025-11-27 21:00:00,LPT/USD,4.2205,4.2205,4.2205,4.2205,0.0,0.0
1764273600000,2025-11-27 20:00:00,LPT/USD,4.2205,4.2205,4.2205,4.2205,0.0,0.0
1764270000000,2025-11-27 19:00:00,LPT/USD,4.2033,4.2205,4.2033,4.2205,30.515096,128.788962668
1764266400000,2025-11-27 18:00:00,LPT/USD,4.2033,4.2033,4.2033,4.2033,0.0,0.0
1764262800000,2025-11-27 17:00:00,LPT/USD,4.2033,4.2033,4.2033,4.2033,0.0,0.0
1764259200000,2025-11-27 16:00:00,LPT/USD,4.2033,4.2033,4.2033,4.2033,0.0,0.0
1764255600000,2025-11-27 15:00:00,LPT/USD,4.1304,4.2033,4.1304,4.2033,40.499178,170.2301948874
1764252000000,2025-11-27 14:00:00,LPT/USD,4.1304,4.1304,4.1304,4.1304,0.0,0.0
1764248400000,2025-11-27 13:00:00,LPT/USD,4.1304,4.1304,4.1304,4.1304,0.0,0.0
1764244800000,2025-11-27 12:00:00,LPT/USD,4.1537,4.1537,4.1304,4.1304,23.639941,97.6424123064
1764241200000,2025-11-27 11:00:00,LPT/USD,4.1461,4.1537,4.1461,4.1537,0.704431,2.9259950447
1764237600000,2025-11-27 10:00:00,LPT/USD,4.1461,4.1461,4.1461,4.1461,0.0,0.0
1764234000000,2025-11-27 09:00:00,LPT/USD,4.1461,4.1461,4.1461,4.1461,0.0,0.0
1764230400000,2025-11-27 08:00:00,LPT/USD,4.1461,4.1461,4.1461,4.1461,0.0,0.0
1764226800000,2025-11-27 07:00:00,LPT/USD,4.1514,4.1514,4.1461,4.1461,0.247729,1.0271092068999998
1764223200000,2025-11-27 06:00:00,LPT/USD,4.1514,4.1514,4.1514,4.1514,0.0,0.0
1764219600000,2025-11-27 05:00:00,LPT/USD,4.1514,4.1514,4.1514,4.1514,0.0,0.0
1764216000000,2025-11-27 04:00:00,LPT/USD,4.1317,4.1514,4.1317,4.1514,0.247729,1.0284221705999999
1764212400000,2025-11-27 03:00:00,LPT/USD,4.1317,4.1317,4.1317,4.1317,0.0,0.0
1764208800000,2025-11-27 02:00:00,LPT/USD,4.1317,4.1317,4.1317,4.1317,0.0,0.0
1764205200000,2025-11-27 01:00:00,LPT/USD,4.1317,4.1317,4.1317,4.1317,0.0,0.0
1764201600000,2025-11-27 00:00:00,LPT/USD,4.1317,4.1317,4.1317,4.1317,0.0,0.0
1764198000000,2025-11-26 23:00:00,LPT/USD,4.1174,4.1317,4.1174,4.1317,43.137798,178.2324399966
1764194400000,2025-11-26 22:00:00,LPT/USD,4.1174,4.1174,4.1174,4.1174,0.0,0.0
1764190800000,2025-11-26 21:00:00,LPT/USD,4.1174,4.1174,4.1174,4.1174,0.0,0.0
1764187200000,2025-11-26 20:00:00,LPT/USD,4.1174,4.1174,4.1174,4.1174,0.0,0.0
1764183600000,2025-11-26 19:00:00,LPT/USD,4.1174,4.1174,4.1174,4.1174,0.0,0.0
1764180000000,2025-11-26 18:00:00,LPT/USD,4.1174,4.1174,4.1174,4.1174,0.0,0.0
1764176400000,2025-11-26 17:00:00,LPT/USD,4.0456,4.1174,4.0456,4.1174,23.358914,96.1779925036
1764172800000,2025-11-26 16:00:00,LPT/USD,3.9904,4.0456,3.9904,4.0456,34.68,140.301408
1764169200000,2025-11-26 15:00:00,LPT/USD,4.0,4.0,3.9904,3.9904,3.43525,13.7080216
1764165600000,2025-11-26 14:00:00,LPT/USD,4.0229,4.0229,4.0,4.0,0.25,1.0
1764162000000,2025-11-26 13:00:00,LPT/USD,4.0184,4.0229,4.0184,4.0229,40.59,163.289511
1764158400000,2025-11-26 12:00:00,LPT/USD,4.0516,4.0516,4.0184,4.0184,0.251835,1.011973764
1764154800000,2025-11-26 11:00:00,LPT/USD,4.0296,4.0516,4.0296,4.0516,2.5062,10.15411992
1764151200000,2025-11-26 10:00:00,LPT/USD,4.0296,4.0296,4.0296,4.0296,0.0,0.0
1764147600000,2025-11-26 09:00:00,LPT/USD,4.07,4.07,4.0296,4.0296,972.500613,3918.7884701448006
1764144000000,2025-11-26 08:00:00,LPT/USD,4.0678,4.0931,4.0678,4.07,42.0,170.94
1764140400000,2025-11-26 07:00:00,LPT/USD,4.0764,4.0764,4.0678,4.0678,7.0,28.474600000000002
1764136800000,2025-11-26 06:00:00,LPT/USD,4.1199,4.1199,4.0614,4.0764,7.49553,30.554778491999993
1764133200000,2025-11-26 05:00:00,LPT/USD,4.1199,4.1199,4.1199,4.1199,0.0,0.0
1764129600000,2025-11-26 04:00:00,LPT/USD,4.1199,4.1199,4.1199,4.1199,0.0,0.0
1764126000000,2025-11-26 03:00:00,LPT/USD,4.1199,4.1199,4.1199,4.1199,0.0,0.0
1764122400000,2025-11-26 02:00:00,LPT/USD,4.106,4.1199,4.106,4.1199,2.057268,8.475738433200002
1764118800000,2025-11-26 01:00:00,LPT/USD,4.125,4.125,4.106,4.106,21.903918,89.937487308
1764115200000,2025-11-26 00:00:00,LPT/USD,4.087,4.38,4.087,4.125,259.846789,1071.868004625
1764111600000,2025-11-25 23:00:00,LPT/USD,4.0837,4.1012,4.0824,4.087,169.623073,693.2494993509999
1764108000000,2025-11-25 22:00:00,LPT/USD,4.0173,4.0837,4.0173,4.0837,0.452095,1.8462203515000002
1764104400000,2025-11-25 21:00:00,LPT/USD,4.0173,4.0173,4.0173,4.0173,0.0,0.0
1764100800000,2025-11-25 20:00:00,LPT/USD,4.0173,4.0173,4.0173,4.0173,0.0,0.0
1764097200000,2025-11-25 19:00:00,LPT/USD,4.0001,4.0236,4.0001,4.0173,12.358269,49.646874053699996
1764093600000,2025-11-25 18:00:00,LPT/USD,4.0001,4.0001,4.0001,4.0001,0.0,0.0
1764090000000,2025-11-25 17:00:00,LPT/USD,4.0001,4.0001,4.0001,4.0001,0.0,0.0
1764086400000,2025-11-25 16:00:00,LPT/USD,4.0001,4.0001,4.0001,4.0001,0.0,0.0
1764082800000,2025-11-25 15:00:00,LPT/USD,4.0001,4.0001,4.0001,4.0001,0.0,0.0
1764079200000,2025-11-25 14:00:00,LPT/USD,4.0545,4.0545,4.0001,4.0001,0.503728,2.0149623728
1764075600000,2025-11-25 13:00:00,LPT/USD,4.0545,4.0545,4.0545,4.0545,0.0,0.0
1764072000000,2025-11-25 12:00:00,LPT/USD,4.0545,4.0545,4.0545,4.0545,0.0,0.0
1764068400000,2025-11-25 11:00:00,LPT/USD,4.0287,4.0545,4.0287,4.0545,1.161876,4.7108262419999996
1764064800000,2025-11-25 10:00:00,LPT/USD,4.0482,4.0482,4.0287,4.0287,1.694691,6.827401631699999
1764061200000,2025-11-25 09:00:00,LPT/USD,4.0482,4.0482,4.0482,4.0482,0.0,0.0
1764057600000,2025-11-25 08:00:00,LPT/USD,4.0482,4.0482,4.0482,4.0482,0.0,0.0
1764054000000,2025-11-25 07:00:00,LPT/USD,4.0482,4.0482,4.0482,4.0482,0.0,0.0
1764050400000,2025-11-25 06:00:00,LPT/USD,4.0482,4.0482,4.0482,4.0482,0.0,0.0
1764046800000,2025-11-25 05:00:00,LPT/USD,4.0482,4.0482,4.0482,4.0482,0.0,0.0
1764043200000,2025-11-25 04:00:00,LPT/USD,4.0591,4.0591,4.0482,4.0482,19.420404,78.61767947279999
1764039600000,2025-11-25 03:00:00,LPT/USD,4.0591,4.0591,4.0591,4.0591,0.0,0.0
1764036000000,2025-11-25 02:00:00,LPT/USD,4.1071,4.1071,4.0591,4.0591,0.495577,2.0115966007
1764032400000,2025-11-25 01:00:00,LPT/USD,4.1071,4.1071,4.1071,4.1071,0.0,0.0
1764028800000,2025-11-25 00:00:00,LPT/USD,4.1685,4.1685,4.1071,4.1071,0.059265,0.2434072815
1764025200000,2025-11-24 23:00:00,LPT/USD,4.1685,4.1685,4.1685,4.1685,0.0,0.0
1764021600000,2025-11-24 22:00:00,LPT/USD,4.1685,4.1685,4.1685,4.1685,0.0,0.0
1764018000000,2025-11-24 21:00:00,LPT/USD,4.1685,4.1685,4.1685,4.1685,0.0,0.0
1764014400000,2025-11-24 20:00:00,LPT/USD,4.1514,4.1685,4.1514,4.1685,1.2,5.002199999999999
1764010800000,2025-11-24 19:00:00,LPT/USD,4.1514,4.1514,4.1514,4.1514,0.0,0.0
1764007200000,2025-11-24 18:00:00,LPT/USD,4.1174,4.1514,4.1174,4.1514,0.247729,1.0284221705999999
1764003600000,2025-11-24 17:00:00,LPT/USD,4.0502,4.1174,4.0502,4.1174,0.501607,2.0653166618000003
1764000000000,2025-11-24 16:00:00,LPT/USD,4.017,4.0502,4.017,4.0502,0.253914,1.0284024828
1763996400000,2025-11-24 15:00:00,LPT/USD,3.9341,4.017,3.9341,4.017,0.256015,1.028412255
1763992800000,2025-11-24 14:00:00,LPT/USD,3.9341,3.9341,3.9341,3.9341,0.0,0.0
1763989200000,2025-11-24 13:00:00,LPT/USD,3.9341,3.9341,3.9341,3.9341,0.0,0.0
1763985600000,2025-11-24 12:00:00,LPT/USD,3.9855,3.9855,3.9341,3.9341,4.99519,19.651576979
1763982000000,2025-11-24 11:00:00,LPT/USD,3.9855,3.9855,3.9855,3.9855,0.0,0.0
1763978400000,2025-11-24 10:00:00,LPT/USD,3.9855,3.9855,3.9855,3.9855,0.0,0.0
1763974800000,2025-11-24 09:00:00,LPT/USD,3.9855,3.9855,3.9855,3.9855,0.0,0.0
1763971200000,2025-11-24 08:00:00,LPT/USD,3.9855,3.9855,3.9855,3.9855,0.0,0.0
1763967600000,2025-11-24 07:00:00,LPT/USD,4.0837,4.0837,3.9855,3.9855,0.505749,2.0156626395
1763964000000,2025-11-24 06:00:00,LPT/USD,4.0837,4.0837,4.0837,4.0837,0.0,0.0
1763960400000,2025-11-24 05:00:00,LPT/USD,4.0837,4.0837,4.0837,4.0837,0.0,0.0
1763956800000,2025-11-24 04:00:00,LPT/USD,4.0837,4.0837,4.0837,4.0837,0.0,0.0
1763953200000,2025-11-24 03:00:00,LPT/USD,4.0502,4.0837,4.0502,4.0837,0.251835,1.0284185895
1763949600000,2025-11-24 02:00:00,LPT/USD,3.9829,4.0502,3.9829,4.0502,0.253914,1.0284024828
1763946000000,2025-11-24 01:00:00,LPT/USD,3.9829,3.9829,3.9829,3.9829,0.0,0.0
1763942400000,2025-11-24 00:00:00,LPT/USD,4.076,4.076,3.9829,3.9829,36.983914,147.3032310706
1763938800000,2025-11-23 23:00:00,LPT/USD,4.076,4.076,4.076,4.076,0.0,0.0
1763935200000,2025-11-23 22:00:00,LPT/USD,4.076,4.076,4.076,4.076,0.0,0.0
1763931600000,2025-11-23 21:00:00,LPT/USD,4.076,4.076,4.076,4.076,0.0,0.0
1763928000000,2025-11-23 20:00:00,LPT/USD,4.076,4.076,4.076,4.076,0.0,0.0
1763924400000,2025-11-23 19:00:00,LPT/USD,4.076,4.076,4.076,4.076,0.0,0.0
1763920800000,2025-11-23 18:00:00,LPT/USD,4.076,4.076,4.076,4.076,0.0,0.0
1763917200000,2025-11-23 17:00:00,LPT/USD,3.9977,4.0824,3.9977,4.076,59.16,241.13615999999996
1763913600000,2025-11-23 16:00:00,LPT/USD,3.9977,3.9977,3.9977,3.9977,0.0,0.0
1763910000000,2025-11-23 15:00:00,LPT/USD,3.9977,3.9977,3.9977,3.9977,0.0,0.0
1763906400000,2025-11-23 14:00:00,LPT/USD,4.0464,4.0464,3.9977,3.9977,0.503735,2.0137814095000004
1763902800000,2025-11-23 13:00:00,LPT/USD,4.0248,4.0464,4.0248,4.0464,0.001,0.0040464
1763899200000,2025-11-23 12:00:00,LPT/USD,4.0248,4.0248,4.0248,4.0248,0.0,0.0
